Job Identifier,Organization Id,Job Location City,Job Location Region Code,Job First Upload Complete Datetime,Job Deliverable
185652949,151512,Austin,TX,12/17/2018 8:36:22 PM,complete
185652954,14640,Arlington,TX,12/17/2018 8:38:47 PM,complete
185652976,105163,Austin,TX,12/17/2018 8:47:47 PM,complete
185652977,150693,Pflugerville,TX,12/17/2018 8:48:30 PM,complete
185652980,148232,Omaha,NE,12/17/2018 8:51:07 PM,complete
185652981,151512,Austin,TX,12/17/2018 8:51:21 PM,complete
185652986,130418,Stockton,KS,12/19/2018 10:09:55 PM,complete
185653017,166990,Irving,TX,12/17/2018 9:08:23 PM,complete
185653035,24329,Missouri City,TX,12/17/2018 9:17:33 PM,roof
185653038,8785,Omaha,NE,12/17/2018 9:18:15 PM,roof
185653057,24128,Bellevue,NE,12/17/2018 9:27:00 PM,roof
185653059,162899,Olathe,KS,12/17/2018 9:28:53 PM,roof
185653066,78052,Dallas,TX,12/18/2018 4:43:14 PM,complete
185653075,44390,Rapid City,SD,12/17/2018 9:34:59 PM,complete
185653077,151512,Austin,TX,12/17/2018 9:36:22 PM,complete
185653078,34789,Omaha,NE,12/17/2018 9:38:02 PM,complete
185653107,123998,Lincoln,NE,12/17/2018 9:48:19 PM,complete
185653123,35280,Cypress,TX,12/18/2018 6:58:12 PM,complete
185653133,123685,Leawood,KS,12/17/2018 10:01:03 PM,roof
185653141,78052,Tyler,TX,12/18/2018 4:47:31 PM,complete
185653176,150693,Llano,TX,12/17/2018 10:15:48 PM,complete
185653242,150693,Round Rock,TX,12/17/2018 11:04:21 PM,roof_estimate
185653246,10575,Eagle,NE,12/17/2018 11:09:12 PM,complete
185653251,155878,Rowlett,TX,12/20/2018 2:29:20 PM,roof
185653253,32459,Mandan,ND,12/17/2018 11:16:31 PM,complete
185653264,24329,Katy,TX,12/17/2018 11:32:09 PM,roof
185653267,77737,Broken Arrow,OK,12/17/2018 11:34:35 PM,complete
185653269,35280,Adkins,TX,12/18/2018 10:04:43 PM,complete
185653275,52588,Hutto,TX,12/17/2018 11:57:30 PM,roof
185653310,150693,Hutto,TX,12/18/2018 1:01:54 AM,roof_estimate
185653314,155878,New Braunfels,TX,12/18/2018 1:16:57 AM,roof
185653328,166896,Omaha,NE,12/18/2018 1:36:07 AM,complete
185653391,78052,Muskogee,OK,12/21/2018 8:47:32 PM,complete
185653400,35280,SILSBEE,TX,12/21/2018 10:58:16 PM,complete
185653402,35280,Kirbyville,TX,12/21/2018 4:25:09 PM,complete
185653425,78052,Gainesville,TX,12/21/2018 6:56:46 PM,complete
185653427,78052,Cedar Hill,TX,12/21/2018 4:53:42 PM,complete
185653443,35280,Conroe,TX,12/20/2018 5:14:41 PM,complete
185653547,140688,Tulsa,OK,12/18/2018 2:24:54 PM,complete
185653591,75041,San Antonio,TX,12/18/2018 2:44:29 PM,roof
185653592,155878,Allen,TX,12/18/2018 2:44:40 PM,roof
185653609,35280,Dickinson,TX,12/20/2018 8:37:44 PM,complete
185653626,155878,Rowlett,TX,12/18/2018 2:59:20 PM,complete
185653654,155878,Haslet,TX,12/18/2018 3:08:45 PM,roof
185653663,155878,Flint,TX,12/18/2018 3:11:01 PM,roof
185653665,155878,Tool,TX,12/18/2018 3:11:55 PM,roof
185653683,155878,Plano,TX,12/18/2018 3:18:14 PM,roof
185653700,155878,Austin,TX,12/18/2018 3:22:45 PM,roof
185653732,155878,Castroville,TX,12/18/2018 3:30:05 PM,roof
185653734,155878,Dallas,TX,12/18/2018 3:31:16 PM,roof
185653737,35280,Houston,TX,12/19/2018 8:48:08 PM,complete
185653778,155878,Beggs,OK,12/18/2018 3:45:15 PM,complete
185653814,155878,Allen,TX,12/18/2018 3:57:06 PM,roof
185653835,155878,Frisco,TX,12/18/2018 4:06:14 PM,complete
185653861,22721,Houston,TX,12/18/2018 4:13:42 PM,roof
185653880,150693,Spicewood,TX,12/18/2018 4:16:20 PM,roof_estimate
185653897,155878,Keller,TX,12/18/2018 4:19:53 PM,roof
185653898,155878,Sadler,TX,12/18/2018 4:20:24 PM,roof
185653919,155878,Alice,TX,12/22/2018 10:31:57 PM,complete
185653950,113871,Independence,KS,12/18/2018 4:34:40 PM,roof
185653967,155878,Allen,TX,12/18/2018 4:40:51 PM,roof
185653969,155878,New Braunfels,TX,12/18/2018 4:41:25 PM,roof
185653992,155878,Cookson,OK,12/18/2018 4:45:42 PM,complete
185654140,115158,Marfa,TX,12/18/2018 4:57:47 PM,roof
185654323,24128,Green,KS,12/18/2018 5:04:13 PM,roof
185654345,155878,Slaton,TX,12/18/2018 5:05:24 PM,roof
185654376,155878,Waterloo,NE,12/18/2018 5:06:42 PM,roof
185654412,8395,Pittsburg,KS,12/18/2018 5:08:27 PM,complete
185654414,155878,Waterloo,NE,12/18/2018 5:08:34 PM,complete
185654557,155878,Independence,KS,12/18/2018 5:14:53 PM,roof
185654807,155878,Fort Worth,TX,12/18/2018 5:27:46 PM,roof
185655040,155206,Fulshear,TX,12/18/2018 5:44:32 PM,complete
185655061,167352,Houston,TX,12/18/2018 5:45:45 PM,complete
185655097,155878,Slaton,TX,12/18/2018 5:48:15 PM,roof
185655106,167376,Baxter Springs,KS,12/18/2018 5:49:34 PM,complete
185655188,155878,Dallas,TX,12/18/2018 5:58:04 PM,roof
185655353,52588,Pflugerville,TX,12/18/2018 6:06:52 PM,roof
185655439,155878,The Colony,TX,12/18/2018 6:13:44 PM,complete
185655537,22721,Houston,TX,12/18/2018 6:23:51 PM,complete
185655541,78047,Olathe,KS,12/18/2018 6:24:26 PM,complete
185655579,155878,Salina,KS,12/18/2018 6:26:53 PM,roof
185655700,155878,Prosper,TX,12/18/2018 6:39:01 PM,roof
185655778,155878,Midlothian,TX,12/18/2018 6:49:29 PM,roof
185655859,151512,Austin,TX,12/18/2018 7:02:20 PM,complete
185655902,140688,Wichita,KS,12/18/2018 7:09:00 PM,complete
185655961,151512,Austin,TX,12/18/2018 7:16:30 PM,complete
185655976,166144,Mayetta,KS,12/18/2018 7:20:06 PM,complete
185655990,23198,Winfield,KS,12/18/2018 7:23:13 PM,roof
185655996,132261,Lewisville,TX,12/18/2018 7:27:38 PM,roof
185656031,155878,Houston,TX,12/18/2018 7:34:01 PM,roof
185656034,32450,Hartford,SD,12/18/2018 7:34:55 PM,complete
185656080,130163,Richardson,TX,12/18/2018 7:41:52 PM,roof
185656089,35280,San Antonio,TX,12/18/2018 9:53:36 PM,complete
185656130,155878,Olathe,KS,12/18/2018 7:49:14 PM,roof
185656232,8395,Dallas,TX,12/18/2018 8:05:37 PM,complete
185656240,34313,Overland Park,KS,12/18/2018 8:06:58 PM,complete
185656247,149942,Morris,OK,12/18/2018 8:07:52 PM,complete
185656276,140688,Independence,KS,12/18/2018 8:11:57 PM,complete
185656283,14640,Irving,TX,12/18/2018 8:12:33 PM,roof
185656323,151512,Austin,TX,12/18/2018 8:21:33 PM,complete
185656333,167668,San Antonio,TX,12/18/2018 8:23:33 PM,complete
185656379,132261,Allen,TX,12/18/2018 8:31:39 PM,roof
185656418,167712,Cypress,TX,12/18/2018 8:38:02 PM,complete
185656472,68002,Houston,TX,12/18/2018 8:47:38 PM,complete
185656504,34313,Olathe,KS,12/18/2018 8:54:41 PM,complete
185656523,123998,Cozad,NE,12/18/2018 8:57:20 PM,complete
185656527,134217,Round Rock,TX,12/18/2018 8:57:53 PM,roof
185656528,34789,Omaha,NE,12/18/2018 8:58:18 PM,complete
185656553,78052,Dallas,TX,12/19/2018 5:03:02 PM,complete
185656579,35280,SOMERVILLE,TX,12/19/2018 8:52:37 PM,complete
185656679,167777,Plano,TX,12/18/2018 9:24:58 PM,complete
185656749,155878,Euless,TX,12/18/2018 9:40:21 PM,roof
185656758,148541,Lincoln,NE,12/18/2018 9:41:16 PM,complete
185656808,123998,Cook,NE,12/18/2018 9:51:27 PM,complete
185656869,35280,Houston,TX,12/19/2018 10:41:51 PM,complete
185656927,167736,Kyle,TX,12/18/2018 10:26:45 PM,complete
185656955,8395,Mission,KS,12/18/2018 10:35:39 PM,complete
185657019,27213,Yutan,NE,12/18/2018 10:55:37 PM,complete
185657024,166714,Richardson,TX,12/18/2018 10:58:41 PM,roof
185657081,155878,Big Sandy,TX,12/18/2018 11:15:59 PM,complete
185657090,8395,Amarillo,TX,12/18/2018 11:20:34 PM,complete
185657144,35280,Houston,TX,12/18/2018 11:45:38 PM,complete
185657165,9806,Independence,KS,12/18/2018 11:53:44 PM,complete
185657637,78052,Tulsa,OK,12/22/2018 6:52:32 PM,complete
185657676,35280,Conroe,TX,12/22/2018 9:42:09 PM,complete
185657684,78052,PALMER,TX,12/22/2018 7:40:12 PM,complete
185657698,35280,Pasadena,TX,12/21/2018 6:38:17 PM,complete
185657898,78052,Burleson,TX,12/22/2018 3:11:10 PM,complete
185658019,117067,Seguin,TX,12/19/2018 2:01:46 PM,complete
185658185,11426,Leavenworth,KS,12/19/2018 3:06:12 PM,roof
185658195,155878,Allen,TX,12/19/2018 3:08:23 PM,roof
185658201,155878,Irving,TX,12/19/2018 3:12:10 PM,roof
185658205,155878,Burleson,TX,12/19/2018 3:12:54 PM,roof
185658253,155878,Frisco,TX,12/19/2018 3:26:13 PM,roof
185658304,155878,Towanda,KS,12/19/2018 3:41:59 PM,roof
185658305,155878,Burleson,TX,12/19/2018 3:42:39 PM,roof
185658306,35280,West Columbia,TX,12/20/2018 6:44:25 PM,complete
185658333,101702,Austin,TX,12/19/2018 3:53:23 PM,complete
185658335,155878,Prosper,TX,12/19/2018 3:54:14 PM,roof
185658354,155878,Celina,TX,12/19/2018 4:01:23 PM,roof
185658370,123998,Kearney,NE,12/19/2018 4:06:28 PM,complete
185658372,117423,Omaha,NE,12/19/2018 4:07:02 PM,complete
185658374,132261,Richardson,TX,12/19/2018 4:07:40 PM,roof
185658376,155878,Shawnee,KS,12/19/2018 4:07:48 PM,roof
185658381,155878,Spring,TX,12/19/2018 4:09:14 PM,roof
185658399,155878,Snyder,TX,12/19/2018 4:16:01 PM,roof
185658404,14640,Corinth,TX,12/19/2018 4:16:54 PM,complete
185658421,155878,Houston,TX,12/19/2018 4:23:21 PM,complete
185658424,155878,Montgomery,TX,12/19/2018 4:24:34 PM,roof
185658429,155878,Mount Pleasant,TX,12/19/2018 4:25:11 PM,roof
185658449,155878,Henrietta,TX,12/19/2018 4:26:51 PM,roof
185658450,96482,San Antonio,TX,12/19/2018 4:27:02 PM,roof
185658462,155878,Augusta,KS,12/19/2018 4:28:51 PM,roof
185658473,162550,Sterling,NE,12/19/2018 4:31:17 PM,complete
185658474,155878,Bellville,TX,12/19/2018 4:31:41 PM,roof
185658478,25359,Spring,TX,12/19/2018 4:32:19 PM,complete
185658492,155878,Amherst,NE,12/19/2018 4:37:32 PM,roof
185658502,155878,San Antonio,TX,12/19/2018 4:40:31 PM,roof
185658507,168173,Garland,TX,12/19/2018 4:44:21 PM,roof
185658512,78052,Dallas,TX,12/19/2018 4:45:32 PM,complete
185658532,155878,Celina,TX,12/19/2018 4:49:39 PM,roof
185658553,8395,Wichita Falls,TX,12/19/2018 4:56:47 PM,complete
185658590,123998,Columbus,NE,12/19/2018 5:08:33 PM,complete
185658592,155878,Flower Mound,TX,12/19/2018 5:09:21 PM,roof
185658597,155878,Augusta,KS,12/19/2018 5:10:15 PM,roof
185658609,140688,Midwest City,OK,12/19/2018 5:13:55 PM,complete
185658655,44390,Rapid City,SD,12/19/2018 5:28:16 PM,complete
185658662,118734,Flower Mound,TX,12/19/2018 5:29:53 PM,complete
185658675,155878,Spring,TX,12/19/2018 5:32:56 PM,roof
185658677,155878,Round Rock,TX,12/19/2018 5:33:35 PM,roof
185658681,132261,Richardson,TX,12/19/2018 5:33:51 PM,roof
185658684,113871,Independence,KS,12/19/2018 5:34:47 PM,complete
185658698,155422,Marion,KS,12/19/2018 5:41:03 PM,complete
185658702,155878,,TX,12/19/2018 5:41:29 PM,roof
185658704,132261,Richardson,TX,12/19/2018 5:41:39 PM,roof
185658707,34313,Overland Park,KS,12/19/2018 5:42:33 PM,complete
185658718,118734,Colleyville,TX,12/19/2018 5:47:04 PM,roof
185658719,162899,Lawrence,KS,12/19/2018 5:47:46 PM,roof
185658721,32459, Williston,ND,12/19/2018 10:50:11 PM,complete
185658725,123998,Gresham,NE,12/19/2018 5:48:33 PM,complete
185658726,155878,Allen,TX,12/19/2018 5:49:01 PM,roof
185658747,34313,Overland Park,KS,12/19/2018 5:55:21 PM,complete
185658760,151512,Austin,TX,12/19/2018 6:00:19 PM,complete
185658763,140688,Midwest City,OK,12/19/2018 6:01:13 PM,complete
185658764,118216,Dallas,TX,12/19/2018 6:01:23 PM,complete
185658768,8395,Houston,TX,12/19/2018 6:01:44 PM,complete
185658793,34313,Overland Park,KS,12/19/2018 6:09:54 PM,complete
185658813,123998,Mullen,NE,12/19/2018 6:15:24 PM,complete
185658817,140688,Garden City,KS,12/19/2018 6:16:05 PM,complete
185658836,155878,Frisco,TX,12/19/2018 6:24:33 PM,roof
185658851,167544,Irving,TX,12/19/2018 6:31:26 PM,complete
185658867,34313,Overland Park,KS,12/19/2018 6:34:48 PM,complete
185658871,68002,Pasadena,TX,12/19/2018 6:35:48 PM,complete
185658909,52588,Georgetown,TX,12/19/2018 6:48:38 PM,roof
185658910,155878,Van Alstyne,TX,12/19/2018 6:49:02 PM,roof
185658915,123998,Omaha,NE,12/19/2018 6:52:38 PM,complete
185658925,35280,Katy,TX,12/22/2018 6:34:09 PM,complete
185658945,106946,Round Rock,TX,12/19/2018 7:01:34 PM,complete
185658969,34789,Bellevue,NE,12/19/2018 7:07:28 PM,complete
185658987,158014,Corpus Christi,TX,12/19/2018 7:10:37 PM,roof
185659026,155878,McPherson,KS,12/19/2018 7:19:39 PM,roof
185659036,38546,Cleburne,TX,12/19/2018 7:21:51 PM,roof
185659055,153572,Sherman,TX,12/19/2018 7:29:33 PM,complete
185659068,68002,Houston,TX,12/19/2018 7:34:48 PM,complete
185659091,155878,Grand Island,NE,12/19/2018 7:43:28 PM,roof
185659096,14640,Dallas,TX,12/19/2018 7:44:52 PM,roof
185659103,166775,Corpus Christi,TX,12/19/2018 7:46:16 PM,complete
185659112,155623,Pratt,KS,12/19/2018 7:50:34 PM,roof
185659147,123998,Lincoln,NE,12/19/2018 8:01:30 PM,complete
185659160,123998,Omaha,NE,12/19/2018 8:05:23 PM,complete
185659205,32459,Bismarck,ND,12/19/2018 8:19:59 PM,complete
185659206,117067,San Antonio,TX,12/19/2018 8:20:05 PM,complete
185659210,8785,Blair,NE,12/19/2018 8:20:40 PM,roof
185659236,35280,CONVERSE,TX,12/20/2018 5:20:35 PM,complete
185659247,155878,Overland Park,KS,12/19/2018 8:39:57 PM,roof
185659251,123998,Gretna,NE,12/19/2018 8:40:39 PM,complete
185659261,155878,Lubbock,TX,12/19/2018 8:43:53 PM,roof
185659288,132261,Little Elm,TX,12/19/2018 8:53:17 PM,roof
185659292,168248,Huntsville,TX,12/19/2018 8:55:05 PM,complete
185659300,35280,Houston,TX,12/19/2018 8:57:36 PM,complete
185659322,46875,Panama,NE,12/19/2018 9:05:38 PM,complete
185659343,155878,Grapevine,TX,12/19/2018 9:14:17 PM,roof
185659428,109197,Plano,TX,12/19/2018 9:43:12 PM,complete
185659469,35280,Houston,TX,12/19/2018 10:06:47 PM,complete
185659472,36761,Oklahoma City,OK,12/19/2018 10:10:54 PM,complete
185659473,155878,Conroe,TX,12/19/2018 10:11:45 PM,roof
185659496,52588,Leander,TX,12/19/2018 10:20:14 PM,roof
185659668,78052,Collinsville,OK,12/22/2018 4:58:25 PM,complete
185659673,35280,Houston,TX,12/20/2018 9:37:16 PM,complete
185659678,78052,Marshall,TX,12/29/2018 3:28:55 PM,complete
185659687,78052,Dallas,TX,12/21/2018 6:11:29 PM,complete
185659919,155878,Athens,TX,12/20/2018 2:08:24 PM,roof
185659965,155878,Nacogdoches,TX,12/20/2018 7:03:11 PM,roof
185660013,132261,Dallas,TX,12/20/2018 3:02:17 PM,roof
185660014,56815,Houston,TX,12/20/2018 3:02:35 PM,complete
185660020,155878,Flower Mound,TX,12/20/2018 3:04:57 PM,roof
185660028,132261,Dallas,TX,12/20/2018 3:10:04 PM,roof
185660040,35280,San Antonio,TX,12/21/2018 4:48:28 PM,complete
185660048,155878,Broken Arrow,OK,12/20/2018 3:15:13 PM,roof
185660052,155878,Austin,TX,12/20/2018 3:16:44 PM,roof
185660057,155878,Dallas,TX,12/20/2018 3:18:25 PM,roof
185660060,155878,New Braunfels,TX,12/20/2018 3:20:42 PM,roof
185660088,155878,Montgomery,TX,12/20/2018 3:39:48 PM,roof
185660089,155878,Cedar Park,TX,12/20/2018 3:40:44 PM,roof
185660103,35280,Pearland,TX,12/21/2018 4:49:51 PM,complete
185660105,167881,Austin,TX,12/20/2018 3:47:01 PM,complete
185660127,52588,Austin,TX,12/20/2018 4:04:51 PM,roof
185660153,14640,Arlington,TX,12/20/2018 4:15:46 PM,roof
185660163,120465,San Antonio,TX,12/20/2018 4:18:10 PM,roof
185660168,155878,Rochester,TX,12/20/2018 4:18:37 PM,roof
185660169,132261,Plano,TX,12/20/2018 4:18:52 PM,roof
185660173,155878,Oakhurst,TX,12/20/2018 4:20:40 PM,complete
185660185,158990,Rapid City,SD,12/20/2018 4:24:40 PM,complete
185660194,150693,Austin,TX,12/20/2018 4:29:17 PM,roof_estimate
185660213,35280,Austin,TX,12/22/2018 5:17:18 PM,complete
185660221,155878,Plano,TX,12/20/2018 4:38:42 PM,roof
185660248,155206,Meadows Place,TX,12/20/2018 4:49:47 PM,complete
185660286,155878,Shawnee,KS,12/20/2018 5:09:10 PM,roof
185660291,155878,Lorena,TX,12/20/2018 5:10:25 PM,roof
185660302,167747,Waxahachie,TX,12/20/2018 5:12:18 PM,complete
185660304,155878,Independence,KS,12/20/2018 5:14:04 PM,complete
185660347,155878,Houston,TX,12/20/2018 5:32:34 PM,roof
185660392,134217,Leander,TX,12/20/2018 5:54:06 PM,roof
185660397,130163,Arlington,TX,12/20/2018 5:57:22 PM,complete
185660422,14640,Grand Prairie,TX,12/20/2018 6:05:37 PM,roof
185660458,10822,Houston,TX,12/20/2018 6:17:17 PM,roof
185660468,153572,Dallas,TX,12/20/2018 6:23:02 PM,complete
185660473,117067,San Antonio,TX,12/20/2018 6:24:24 PM,complete
185660484,155878,Spring,TX,12/20/2018 6:26:29 PM,roof
185660491,44390,Rapid City,SD,12/20/2018 6:29:28 PM,roof
185660492,123998,Wymore,NE,12/20/2018 6:29:49 PM,complete
185660494,155878,Austin,TX,12/20/2018 6:30:00 PM,roof
185660523,155878,Cedar Park,TX,12/20/2018 6:39:10 PM,roof
185660529,130163,Arlington,TX,12/20/2018 6:43:36 PM,roof
185660539,129708,Sturgis,SD,12/20/2018 6:46:44 PM,complete
185660541,40570,Sioux Falls,SD,12/20/2018 6:48:38 PM,roof
185660545,155878,Quinlan,TX,12/31/2018 2:57:18 PM,roof
185660547,10822,Houston,TX,12/20/2018 6:50:07 PM,roof
185660569,34313,Fairway,KS,12/20/2018 6:56:34 PM,complete
185660571,155878,Conroe,TX,12/20/2018 6:56:59 PM,roof
185660575,155878,Frisco,TX,12/20/2018 7:00:27 PM,roof
185660593,155878,McKinney,TX,12/20/2018 7:12:01 PM,roof
185660594,27033,Sugar Land,TX,12/20/2018 7:13:23 PM,complete
185660620,118734,Cresson,TX,12/20/2018 7:30:21 PM,roof
185660626,155878,Cedar Park,TX,12/20/2018 7:32:54 PM,roof
185660637,155878,Allen,TX,12/20/2018 7:38:02 PM,roof
185660647,52588,Hutto,TX,12/20/2018 7:42:54 PM,roof_estimate
185660675,52588,Round Rock,TX,12/20/2018 8:00:16 PM,roof
185660676,155878,Austin,TX,12/20/2018 8:00:59 PM,roof
185660680,134217,Round Rock,TX,12/20/2018 8:05:36 PM,roof
185660700,155878,Fort Worth,TX,12/20/2018 8:13:26 PM,roof
185660701,153572,Sapulpa,OK,12/20/2018 8:13:37 PM,complete
185660717,123998,Martell,NE,12/20/2018 8:23:03 PM,complete
185660724,123998,Denton,NE,12/20/2018 8:27:25 PM,complete
185660727,14640,Arlington,TX,12/20/2018 8:28:53 PM,roof
185660745,155878,Lakehills,TX,12/20/2018 8:42:23 PM,roof
185660756,78052,Richardson,TX,12/21/2018 5:08:52 PM,complete
185660759,155878,Mission,KS,12/20/2018 8:48:41 PM,roof
185660769,40570,Brandon,SD,12/20/2018 8:52:00 PM,complete
185660771,35280,Conroe,TX,12/20/2018 8:53:52 PM,complete
185660775,155878,Lakehills,TX,12/20/2018 8:58:47 PM,roof
185660779,155878,Carrollton,TX,12/20/2018 10:08:56 PM,roof
185660784,165126,Oklahoma City,OK,12/20/2018 9:07:33 PM,roof
185660809,168405,Texarkana,TX,12/20/2018 9:26:31 PM,complete
185660845,27213,Papillion,NE,12/20/2018 9:46:17 PM,complete
185660870,155878,Round Rock,TX,12/20/2018 10:01:18 PM,roof
185660873,13856,Plano,TX,12/20/2018 10:02:23 PM,roof
185660875,144857,Allen,TX,12/20/2018 10:04:08 PM,complete
185660877,155878,Round Rock,TX,12/20/2018 10:04:32 PM,roof
185660917,110976,Fort Worth,TX,12/20/2018 10:42:48 PM,roof
185660918,27852,Fargo,ND,12/20/2018 10:43:14 PM,complete
185660919,155878,Lubbock,TX,12/20/2018 10:44:38 PM,roof
185660940,32450,Sioux Falls,SD,12/20/2018 10:52:18 PM,complete
185660943,8395,Kingston,OK,12/20/2018 10:58:01 PM,complete
185660949,24329,Houston,TX,12/20/2018 11:00:45 PM,roof
185660953,52588,Austin,TX,12/20/2018 11:03:52 PM,roof
185660982,127773,San Antonio,TX,12/20/2018 11:24:22 PM,complete
185660993,39306,Dallas,TX,12/20/2018 11:52:07 PM,roof
185661106,35280,Manvel,TX,12/24/2018 4:58:33 PM,complete
185661215,155878,Austin,TX,12/21/2018 2:29:56 PM,roof
185661229,155878,Hutto,TX,12/21/2018 2:38:57 PM,roof
185661237,155878,Lenexa,KS,12/21/2018 2:46:18 PM,roof
185661256,138028,Omaha,NE,12/21/2018 3:01:21 PM,complete
185661276,137359,Ruskin,NE,12/21/2018 3:11:12 PM,roof
185661280,155878,Seward,NE,12/21/2018 3:12:34 PM,roof
185661282,154948,Independence,KS,12/21/2018 3:13:25 PM,complete
185661293,155878,Whitehouse,TX,12/21/2018 3:20:22 PM,roof
185661342,155878,Sugar Land,TX,12/21/2018 3:40:02 PM,roof
185661347,155878,Flower Mound,TX,12/21/2018 3:42:30 PM,roof
185661351,155878,College Station,TX,12/21/2018 3:45:26 PM,roof
185661352,155878,Conroe,TX,12/21/2018 3:45:44 PM,roof
185661358,155878,Spring,TX,12/21/2018 3:49:27 PM,roof
185661386,155878,Garland,TX,12/21/2018 4:01:48 PM,complete
185661393,155878,Denison,TX,12/21/2018 4:05:37 PM,roof
185661401,155878,Whitehouse,TX,12/21/2018 4:07:20 PM,roof
185661408,140688,,OK,12/21/2018 4:10:26 PM,complete
185661416,155878,Fort Worth,TX,12/21/2018 4:13:22 PM,roof
185661433,139510,Gretna,NE,12/21/2018 4:22:24 PM,roof
185661455,155878,Spring,TX,12/21/2018 4:32:24 PM,roof
185661459,155878,Columbus,NE,12/21/2018 4:35:19 PM,complete
185661464,96482,San Antonio,TX,12/21/2018 4:36:44 PM,roof
185661466,144481,Houston,TX,12/21/2018 4:37:43 PM,roof
185661477,155878,Eagle Pass,TX,12/21/2018 4:44:24 PM,roof
185661483,155878,Missouri City,TX,12/21/2018 4:48:35 PM,complete
185661493,168484,Dallas,TX,12/21/2018 4:52:05 PM,complete
185661501,155878,Carrollton,TX,12/21/2018 4:55:51 PM,roof
185661503,155878,Lincoln,NE,12/21/2018 4:56:12 PM,roof
185661509,149942,Tulsa,OK,12/21/2018 5:00:23 PM,complete
185661520,79442,Austin,TX,12/21/2018 5:05:06 PM,complete
185661529,52588,Pflugerville,TX,12/21/2018 5:10:50 PM,roof_estimate
185661585,10859,Tomball,TX,12/21/2018 5:37:59 PM,complete
185661586,155878,Tyler,TX,12/21/2018 5:38:26 PM,roof
185661589,34313,Overland Park,KS,12/21/2018 5:39:27 PM,complete
185661596,166775,Corpus Christi,TX,12/21/2018 5:43:47 PM,complete
185661598,78052,Hurst,TX,12/21/2018 8:12:37 PM,complete
185661607,155878,Spring,TX,12/21/2018 5:50:41 PM,roof
185661622,34313,Overland Park,KS,12/21/2018 5:54:27 PM,complete
185661628,129383,Bonner Springs,KS,12/21/2018 5:58:03 PM,roof
185661638,34313,Overland Park,KS,12/21/2018 6:03:49 PM,complete
185661648,35280,San Antonio,TX,12/29/2018 8:51:53 PM,complete
185661664,158014,Victoria,TX,12/21/2018 6:16:31 PM,roof
185661665,34313,Overland Park,KS,12/21/2018 6:16:32 PM,complete
185661675,155878,Sherman,TX,12/21/2018 6:19:46 PM,roof
185661687,158014,Victoria,TX,12/21/2018 6:25:48 PM,roof
185661695,35280,Galveston,TX,12/23/2018 5:58:46 PM,complete
185661720,24128,Shawnee,KS,12/21/2018 6:43:40 PM,roof
185661729,171411,Independence,KS,12/21/2018 6:49:42 PM,complete
185661730,34313,Overland Park,KS,12/21/2018 6:49:43 PM,complete
185661742,155878,Olathe,KS,12/21/2018 6:55:46 PM,roof
185661746,34313,Overland Park,KS,12/21/2018 6:59:21 PM,complete
185661751,155878,Eagle Pass,TX,12/21/2018 7:06:03 PM,roof
185661764,34313,Overland Park,KS,12/21/2018 7:11:30 PM,complete
185661769,155878,Haslet,TX,12/21/2018 7:14:26 PM,roof
185661771,96482,New Braunfels,TX,12/21/2018 7:14:34 PM,roof
185661773,82381,Bismarck,ND,12/21/2018 7:15:45 PM,complete
185661787,155878,Omaha,NE,12/21/2018 7:23:22 PM,roof
185661816,34313,Overland Park,KS,12/21/2018 7:39:44 PM,complete
185661828,140688,Lexington,NE,12/21/2018 7:48:21 PM,roof
185661838,155878,Haslet,TX,12/21/2018 7:55:39 PM,roof
185661855,8785,Wausa,NE,12/21/2018 8:02:29 PM,complete
185661874,161585,Noble,OK,12/21/2018 8:11:10 PM,roof
185661882,153007,Independence,KS,12/21/2018 8:14:20 PM,complete
185661893,44390,Rapid City,SD,12/21/2018 8:17:44 PM,roof
185661898,155878,Crystal City,TX,12/21/2018 8:18:38 PM,roof
185661921,139510,Lincoln,NE,12/21/2018 8:36:21 PM,complete
185661922,123998,Kearney,NE,12/21/2018 8:37:26 PM,complete
185661963,168483,Pottsboro,TX,12/21/2018 8:56:04 PM,complete
185662006,35280,Riesel,TX,1/2/2019 5:06:21 PM,complete
185662013,35280,San Antonio,TX,12/22/2018 5:53:10 PM,complete
185662024,32828,Papillion,NE,12/21/2018 9:38:36 PM,complete
185662053,11426,Leawood,KS,12/21/2018 10:01:34 PM,roof
185662069,14640,Gardner,KS,12/21/2018 10:12:19 PM,roof
185662075,150693,Austin,TX,12/21/2018 10:17:13 PM,roof_estimate
185662097,150693,Austin,TX,12/21/2018 10:35:12 PM,roof_estimate
185662101,104816,Dale,TX,12/21/2018 10:41:59 PM,complete
185662113,35280,Houston,TX,12/22/2018 9:11:07 PM,complete
185662138,158990,Rapid City,SD,12/22/2018 12:17:28 AM,complete
185662179,153572,Grand Saline,TX,12/22/2018 2:35:53 AM,complete
185662180,168531, Forney,TX,12/27/2018 4:11:55 PM,complete
185662271,168065,Independence,KS,12/22/2018 2:56:02 PM,complete
185662287,22721,Richmond,TX,12/22/2018 3:19:07 PM,roof
185662331,78052,Dallas,TX,12/22/2018 6:23:43 PM,complete
185662356,160956,Hondo,TX,12/22/2018 4:29:08 PM,roof
185662359,147612,Box Elder,SD,12/22/2018 4:33:37 PM,complete
185662366,133668,Garland,TX,12/22/2018 4:42:00 PM,complete
185662390,35280,Port Arthur,TX,12/22/2018 5:07:39 PM,complete
